datetime,productie_kwh,afname_kwh,injectie_kwh,totaal_verbruik_kwh,verbruik_ev_kwh,verbruik_gebouw_kwh
2025-12-02 07:00:00,0.0,486.25,0.0,486.25,0.1,486.15
2025-12-02 08:00:00,2.69,484.83,0.0,487.52,21.0,466.52
2025-12-02 09:00:00,25.88,434.55,0.0,460.42,22.09,438.33
2025-12-02 10:00:00,95.76,404.08,0.0,499.83,17.69,482.14
2025-12-02 11:00:00,183.06,309.6,0.0,492.65,10.9,481.75
2025-12-02 12:00:00,312.05,198.8,0.0,510.85,10.91,499.94
2025-12-02 13:00:00,153.3,355.31,0.0,508.61,10.91,497.7
2025-12-02 14:00:00,109.89,394.54,0.0,504.43,13.67,490.76
2025-12-02 15:00:00,105.22,411.45,0.0,516.67,3.76,512.91
2025-12-02 16:00:00,7.32,484.35,0.0,491.68,0.0,491.68
2025-12-02 17:00:00,0.0,459.38,0.0,459.38,0.0,459.38
2025-12-02 18:00:00,0.0,448.12,0.0,448.12,0.0,448.12
2025-12-02 19:00:00,0.0,467.5,0.0,467.5,0.0,467.5
2025-12-02 20:00:00,0.0,440.0,0.0,440.0,0.0,440.0
2025-12-02 21:00:00,0.0,460.0,0.0,460.0,0.0,460.0
2025-12-02 22:00:00,0.0,455.0,0.0,455.0,0.0,455.0
2025-12-02 23:00:00,0.0,454.38,0.0,454.38,0.0,454.38
2025-12-03 00:00:00,0.0,460.0,0.0,460.0,0.0,460.0
2025-12-03 01:00:00,0.0,425.62,0.0,425.62,0.0,425.62
2025-12-03 02:00:00,0.0,467.5,0.0,467.5,0.0,467.5
2025-12-03 03:00:00,0.0,427.5,0.0,427.5,0.0,427.5
2025-12-03 04:00:00,0.0,408.75,0.0,408.75,0.0,408.75
2025-12-03 05:00:00,0.0,456.88,0.0,456.88,0.0,456.88
2025-12-03 06:00:00,0.0,435.62,0.0,435.62,0.0,435.62
2025-12-03 07:00:00,0.0,413.75,0.0,413.75,3.81,409.94
2025-12-03 08:00:00,4.38,517.39,0.0,521.76,70.22,451.54
2025-12-03 09:00:00,29.21,539.18,0.0,568.38,117.8,450.58
2025-12-03 10:00:00,55.88,519.01,0.0,574.89,109.94,464.95
2025-12-03 11:00:00,119.57,479.36,0.0,598.93,97.59,501.34
2025-12-03 12:00:00,100.47,439.46,0.0,539.93,62.22,477.71
2025-12-03 13:00:00,170.49,334.33,0.0,504.81,22.44,482.37
2025-12-03 14:00:00,152.86,341.87,0.0,494.73,4.24,490.49
2025-12-03 15:00:00,79.44,411.37,0.0,490.82,4.19,486.62
2025-12-03 16:00:00,11.3,454.54,0.0,465.84,4.22,461.62
2025-12-03 17:00:00,0.0,441.25,0.0,441.25,1.64,439.62
2025-12-03 18:00:00,0.0,464.38,0.0,464.38,0.0,464.38
2025-12-03 19:00:00,0.0,443.12,0.0,443.12,0.0,443.12
2025-12-03 20:00:00,0.0,414.38,0.0,414.38,0.0,414.38
2025-12-03 21:00:00,0.0,404.38,0.0,404.38,0.0,404.38
2025-12-03 22:00:00,0.0,391.88,0.0,391.88,0.0,391.88
2025-12-03 23:00:00,0.0,395.0,0.0,395.0,0.0,395.0
2025-12-04 00:00:00,0.0,374.38,0.0,374.38,0.0,374.38
2025-12-04 01:00:00,0.0,342.5,0.0,342.5,0.0,342.5
2025-12-04 02:00:00,0.0,365.0,0.0,365.0,0.0,365.0
2025-12-04 03:00:00,0.0,400.0,0.0,400.0,0.0,400.0
2025-12-04 04:00:00,0.0,382.5,0.0,382.5,0.0,382.5
2025-12-04 05:00:00,0.0,427.5,0.0,427.5,0.0,427.5
2025-12-04 06:00:00,0.0,445.62,0.0,445.62,0.0,445.62
2025-12-04 07:00:00,0.0,498.12,0.0,498.12,12.99,485.14
2025-12-04 08:00:00,3.01,555.87,0.0,558.88,50.45,508.43
2025-12-04 09:00:00,31.89,575.92,0.0,607.81,96.74,511.08
2025-12-04 10:00:00,54.69,542.31,0.0,597.0,95.97,501.03
2025-12-04 11:00:00,172.09,405.83,0.0,577.91,76.22,501.69
2025-12-04 12:00:00,155.11,392.14,0.0,547.25,52.04,495.21
2025-12-04 13:00:00,126.65,415.02,0.0,541.66,28.01,513.65
2025-12-04 14:00:00,46.28,472.96,0.0,519.24,23.94,495.29
2025-12-04 15:00:00,24.98,488.47,0.0,513.45,21.3,492.15
2025-12-04 16:00:00,2.98,469.12,0.0,472.11,14.43,457.68
2025-12-04 17:00:00,0.0,419.38,0.0,419.38,10.04,409.34
2025-12-04 18:00:00,0.0,446.88,0.0,446.88,1.06,445.82
2025-12-04 19:00:00,0.0,436.88,0.0,436.88,0.0,436.88
2025-12-04 20:00:00,0.0,395.62,0.0,395.62,0.0,395.62
2025-12-04 21:00:00,0.0,412.5,0.0,412.5,0.0,412.5
2025-12-04 22:00:00,0.0,409.38,0.0,409.38,0.0,409.38
2025-12-04 23:00:00,0.0,412.5,0.0,412.5,0.0,412.5
2025-12-05 00:00:00,0.0,389.38,0.0,389.38,0.0,389.38
2025-12-05 01:00:00,0.0,376.88,0.0,376.88,0.0,376.88
2025-12-05 02:00:00,0.0,388.75,0.0,388.75,0.0,388.75
2025-12-05 03:00:00,0.0,425.62,0.0,425.62,0.0,425.62
2025-12-05 04:00:00,0.0,439.38,0.0,439.38,0.0,439.38
2025-12-05 05:00:00,0.0,453.12,0.0,453.12,0.0,453.12
2025-12-05 06:00:00,0.0,490.0,0.0,490.0,4.2,485.8
2025-12-05 07:00:00,0.0,488.12,0.0,488.12,32.78,455.35
2025-12-05 08:00:00,0.21,519.18,0.0,519.39,62.09,457.3
2025-12-05 09:00:00,12.62,515.59,0.0,528.21,83.32,444.89
2025-12-05 10:00:00,33.97,505.72,0.0,539.69,73.27,466.42
2025-12-05 11:00:00,59.22,439.27,0.0,498.49,62.93,435.56
2025-12-05 12:00:00,48.36,333.01,0.0,381.38,23.18,358.2
2025-12-05 13:00:00,45.29,301.24,0.0,346.53,19.31,327.22
2025-12-05 14:00:00,37.25,262.02,0.0,299.27,16.04,283.23
2025-12-05 15:00:00,14.52,278.93,0.0,293.45,13.94,279.52
2025-12-05 16:00:00,1.14,264.15,0.0,265.29,5.82,259.47
2025-12-05 17:00:00,0.0,220.62,0.0,220.62,0.0,220.62
2025-12-05 18:00:00,0.0,216.88,0.0,216.88,0.87,216.0
2025-12-05 19:00:00,0.0,186.88,0.0,186.88,0.0,186.88
2025-12-05 20:00:00,0.0,133.12,0.0,133.12,0.0,133.12
2025-12-05 21:00:00,0.0,70.62,0.0,70.62,0.0,70.62
2025-12-05 22:00:00,0.0,80.62,0.0,80.62,0.0,80.62
2025-12-05 23:00:00,0.0,81.88,0.0,81.88,0.0,81.88
2025-12-06 00:00:00,0.0,80.0,0.0,80.0,0.0,80.0
2025-12-06 01:00:00,0.0,75.62,0.0,75.62,0.0,75.62
2025-12-06 02:00:00,0.0,77.5,0.0,77.5,0.0,77.5
2025-12-06 03:00:00,0.0,69.38,0.0,69.38,0.0,69.38
2025-12-06 04:00:00,0.0,65.62,0.0,65.62,0.0,65.62
2025-12-06 05:00:00,0.0,66.25,0.0,66.25,0.0,66.25
2025-12-06 06:00:00,0.0,75.0,0.0,75.0,0.0,75.0
2025-12-06 07:00:00,0.0,88.75,0.0,88.75,0.0,88.75
2025-12-06 08:00:00,2.71,94.76,0.0,97.48,0.0,97.48
2025-12-06 09:00:00,51.72,39.28,0.0,91.0,0.0,91.0
2025-12-06 10:00:00,145.37,0.0,59.51,85.87,0.0,85.87
2025-12-06 11:00:00,250.66,0.0,118.89,131.76,0.0,131.76
2025-12-06 12:00:00,281.86,0.0,143.64,138.21,0.0,138.21
2025-12-06 13:00:00,200.42,0.0,18.09,182.33,0.43,181.9
2025-12-06 14:00:00,213.29,0.0,27.27,186.02,72.48,113.54
2025-12-06 15:00:00,68.19,131.73,0.0,199.92,77.35,122.57
2025-12-06 16:00:00,9.17,152.8,0.0,161.98,37.99,123.99
2025-12-06 17:00:00,0.0,85.0,0.0,85.0,11.17,73.83
2025-12-06 18:00:00,0.0,65.62,0.0,65.62,0.0,65.62
2025-12-06 19:00:00,0.0,58.75,0.0,58.75,0.0,58.75
2025-12-06 20:00:00,0.0,55.62,0.0,55.62,0.0,55.62
2025-12-06 21:00:00,0.0,60.62,0.0,60.62,0.0,60.62
2025-12-06 22:00:00,0.0,55.0,0.0,55.0,0.0,55.0
2025-12-06 23:00:00,0.0,53.75,0.0,53.75,0.0,53.75
2025-12-07 00:00:00,0.0,53.12,0.0,53.12,0.0,53.12
2025-12-07 01:00:00,0.0,66.88,0.0,66.88,0.0,66.88
2025-12-07 02:00:00,0.0,64.38,0.0,64.38,0.0,64.38
2025-12-07 03:00:00,0.0,61.25,0.0,61.25,0.0,61.25
2025-12-07 04:00:00,0.0,60.0,0.0,60.0,0.0,60.0
2025-12-07 05:00:00,0.0,55.62,0.0,55.62,0.0,55.62
2025-12-07 06:00:00,0.0,56.25,0.0,56.25,0.0,56.25
2025-12-07 07:00:00,0.0,55.62,0.0,55.62,0.0,55.62
2025-12-07 08:00:00,2.01,58.76,0.0,60.77,0.0,60.77
2025-12-07 09:00:00,38.41,16.78,0.0,55.18,0.0,55.18
2025-12-07 10:00:00,102.45,0.0,49.45,52.99,0.0,52.99
2025-12-07 11:00:00,153.62,0.0,69.65,83.98,0.0,83.98
2025-12-07 12:00:00,61.77,14.22,0.0,75.99,0.0,75.99
2025-12-07 13:00:00,63.82,2.42,0.0,66.25,0.0,66.25
2025-12-07 14:00:00,41.21,14.42,0.0,55.64,0.0,55.64
2025-12-07 15:00:00,8.96,41.92,0.0,50.88,0.0,50.88
2025-12-07 16:00:00,0.88,54.93,0.0,55.8,0.0,55.8
2025-12-07 17:00:00,0.0,55.0,0.0,55.0,0.0,55.0
2025-12-07 18:00:00,0.0,99.38,0.0,99.38,0.0,99.38
2025-12-07 19:00:00,0.0,116.88,0.0,116.88,0.0,116.88
2025-12-07 20:00:00,0.0,98.75,0.0,98.75,0.0,98.75
2025-12-07 21:00:00,0.0,193.75,0.0,193.75,0.0,193.75
2025-12-07 22:00:00,0.0,275.62,0.0,275.62,0.0,275.62
2025-12-07 23:00:00,0.0,300.0,0.0,300.0,0.0,300.0
2025-12-08 00:00:00,0.0,302.5,0.0,302.5,0.0,302.5
2025-12-08 01:00:00,0.0,271.88,0.0,271.88,0.0,271.88
2025-12-08 02:00:00,0.0,302.5,0.0,302.5,0.0,302.5
2025-12-08 03:00:00,0.0,313.12,0.0,313.12,0.0,313.12
2025-12-08 04:00:00,0.0,333.12,0.0,333.12,0.0,333.12
2025-12-08 05:00:00,0.0,413.75,0.0,413.75,0.0,413.75
2025-12-08 06:00:00,0.0,405.62,0.0,405.62,0.0,405.62
2025-12-08 07:00:00,0.0,443.75,0.0,443.75,3.16,440.58
2025-12-08 08:00:00,0.61,540.9,0.0,541.51,70.12,471.38
2025-12-08 09:00:00,12.84,573.36,0.0,586.2,121.05,465.15
2025-12-08 10:00:00,58.62,538.27,0.0,596.89,101.08,495.81
2025-12-08 11:00:00,175.34,438.29,0.0,613.63,80.18,533.45
2025-12-08 12:00:00,94.28,469.14,0.0,563.42,95.71,467.7
2025-12-08 13:00:00,96.55,426.56,0.0,523.11,66.59,456.52
2025-12-08 14:00:00,133.08,379.32,0.0,512.39,35.03,477.36
2025-12-08 15:00:00,44.37,445.77,0.0,490.14,23.08,467.06
2025-12-08 16:00:00,7.71,427.36,0.0,435.07,13.0,422.08
2025-12-08 17:00:00,0.0,360.62,0.0,360.62,11.78,348.84
2025-12-08 18:00:00,0.0,408.75,0.0,408.75,5.58,403.17
2025-12-08 19:00:00,0.0,395.62,0.0,395.62,0.0,395.62
2025-12-08 20:00:00,0.0,395.62,0.0,395.62,0.0,395.62
2025-12-08 21:00:00,0.0,371.25,0.0,371.25,0.0,371.25
2025-12-08 22:00:00,0.0,375.0,0.0,375.0,0.0,375.0
2025-12-08 23:00:00,0.0,376.88,0.0,376.88,0.0,376.88
2025-12-09 00:00:00,0.0,383.75,0.0,383.75,0.0,383.75
2025-12-09 01:00:00,0.0,366.88,0.0,366.88,0.0,366.88
2025-12-09 02:00:00,0.0,376.25,0.0,376.25,0.0,376.25
2025-12-09 03:00:00,0.0,371.25,0.0,371.25,0.0,371.25
2025-12-09 04:00:00,0.0,382.5,0.0,382.5,0.0,382.5
2025-12-09 05:00:00,0.0,398.12,0.0,398.12,0.0,398.12
2025-12-09 06:00:00,0.0,455.0,0.0,455.0,1.08,453.92
2025-12-09 07:00:00,0.0,490.0,0.0,490.0,14.1,475.9
2025-12-09 08:00:00,1.5,557.87,0.0,559.37,77.07,482.3
2025-12-09 09:00:00,24.85,561.69,0.0,586.55,130.8,455.74
2025-12-09 10:00:00,55.89,542.1,0.0,597.99,135.04,462.95
2025-12-09 11:00:00,129.13,410.28,0.0,539.41,104.18,435.23
2025-12-09 12:00:00,107.2,362.26,0.0,469.46,49.83,419.63
2025-12-09 13:00:00,42.92,425.2,0.0,468.12,23.14,444.99
2025-12-09 14:00:00,28.48,397.29,0.0,425.78,21.98,403.8
2025-12-09 15:00:00,17.11,427.76,0.0,444.87,15.37,429.5
2025-12-09 16:00:00,0.56,422.05,0.0,422.61,0.0,422.61
2025-12-09 17:00:00,0.0,378.75,0.0,378.75,1.26,377.49
2025-12-09 18:00:00,0.0,378.12,0.0,378.12,0.0,378.12
2025-12-09 19:00:00,0.0,416.25,0.0,416.25,0.0,416.25
2025-12-09 20:00:00,0.0,336.25,0.0,336.25,0.0,336.25
2025-12-09 21:00:00,0.0,323.12,0.0,323.12,0.0,323.12
2025-12-09 22:00:00,0.0,375.62,0.0,375.62,0.0,375.62
2025-12-09 23:00:00,0.0,326.88,0.0,326.88,0.0,326.88
2025-12-10 00:00:00,0.0,331.88,0.0,331.88,0.0,331.88
2025-12-10 01:00:00,0.0,334.38,0.0,334.38,0.0,334.38
2025-12-10 02:00:00,0.0,366.88,0.0,366.88,0.0,366.88
2025-12-10 03:00:00,0.0,366.25,0.0,366.25,0.0,366.25
2025-12-10 04:00:00,0.0,364.38,0.0,364.38,0.0,364.37
2025-12-10 05:00:00,0.0,368.12,0.0,368.12,0.0,368.12
2025-12-10 06:00:00,0.0,390.62,0.0,390.62,0.0,390.62
2025-12-10 07:00:00,0.0,376.88,0.0,376.88,0.5,376.37
2025-12-10 08:00:00,0.0,454.29,0.0,454.29,57.42,396.87
2025-12-10 09:00:00,3.82,454.12,0.0,457.94,88.04,369.9
2025-12-10 10:00:00,16.33,470.19,0.0,486.52,79.34,407.18
2025-12-10 11:00:00,34.24,433.44,0.0,467.68,59.74,407.94
2025-12-10 12:00:00,47.39,456.25,0.0,503.64,37.4,466.23
2025-12-10 13:00:00,44.88,445.15,0.0,490.03,20.28,469.76
2025-12-10 14:00:00,28.59,477.17,0.0,505.77,4.52,501.25
2025-12-10 15:00:00,10.03,513.07,0.0,523.1,5.06,518.04
2025-12-10 16:00:00,0.65,552.37,0.0,553.02,11.38,541.64
2025-12-10 17:00:00,0.0,479.38,0.0,479.38,0.65,478.72
2025-12-10 18:00:00,0.0,498.12,0.0,498.12,0.0,498.12
2025-12-10 19:00:00,0.0,468.12,0.0,468.12,0.0,468.12
2025-12-10 20:00:00,0.0,435.62,0.0,435.62,0.0,435.62
2025-12-10 21:00:00,0.0,411.88,0.0,411.88,0.0,411.88
2025-12-10 22:00:00,0.0,433.75,0.0,433.75,0.0,433.75
2025-12-10 23:00:00,0.0,433.12,0.0,433.12,0.0,433.12
2025-12-11 00:00:00,0.0,420.62,0.0,420.62,0.0,420.62
2025-12-11 01:00:00,0.0,415.62,0.0,415.62,0.0,415.62
2025-12-11 02:00:00,0.0,410.62,0.0,410.62,0.0,410.62
2025-12-11 03:00:00,0.0,426.88,0.0,426.88,0.0,426.88
2025-12-11 04:00:00,0.0,415.0,0.0,415.0,0.0,415.0
2025-12-11 05:00:00,0.0,407.5,0.0,407.5,0.0,407.5
2025-12-11 06:00:00,0.0,450.0,0.0,450.0,1.14,448.86
2025-12-11 07:00:00,0.0,451.25,0.0,451.25,7.41,443.84
2025-12-11 08:00:00,0.03,515.18,0.0,515.21,42.94,472.26
2025-12-11 09:00:00,8.98,550.9,0.0,559.88,71.8,488.08
2025-12-11 10:00:00,28.96,504.0,0.0,532.95,26.86,506.09
2025-12-11 11:00:00,36.71,476.71,0.0,513.42,16.7,496.71
2025-12-11 12:00:00,49.27,439.69,0.0,488.96,24.83,464.14
2025-12-11 13:00:00,42.56,458.79,0.0,501.35,26.71,474.64
2025-12-11 14:00:00,23.3,489.91,0.0,513.21,25.26,487.95
2025-12-11 15:00:00,13.81,513.16,0.0,526.97,21.12,505.84
2025-12-11 16:00:00,1.85,508.27,0.0,510.12,10.65,499.47
2025-12-11 17:00:00,0.0,470.0,0.0,470.0,3.44,466.56
2025-12-11 18:00:00,0.0,443.75,0.0,443.75,0.0,443.75
2025-12-11 19:00:00,0.0,269.38,0.0,269.38,0.0,269.38
2025-12-11 20:00:00,0.0,140.62,0.0,140.62,0.0,140.62
2025-12-11 21:00:00,0.0,68.75,0.0,68.75,0.0,68.75
2025-12-11 22:00:00,0.0,69.38,0.0,69.38,0.0,69.38
2025-12-11 23:00:00,0.0,69.38,0.0,69.38,0.0,69.38
2025-12-12 00:00:00,0.0,66.88,0.0,66.88,0.0,66.88
2025-12-12 01:00:00,0.0,62.5,0.0,62.5,0.0,62.5
2025-12-12 02:00:00,0.0,58.75,0.0,58.75,0.0,58.75
2025-12-12 03:00:00,0.0,63.75,0.0,63.75,0.0,63.75
2025-12-12 04:00:00,0.0,80.0,0.0,80.0,0.0,80.0
2025-12-12 05:00:00,0.0,90.62,0.0,90.62,3.55,87.07
2025-12-12 06:00:00,0.0,113.75,0.0,113.75,17.67,96.08
2025-12-12 07:00:00,0.0,141.25,0.0,141.25,32.69,108.56
2025-12-12 08:00:00,0.66,184.65,0.0,185.32,70.74,114.58
2025-12-12 09:00:00,27.26,164.35,0.0,191.61,77.98,113.62
2025-12-12 10:00:00,88.33,88.34,0.0,176.66,64.02,112.64
2025-12-12 11:00:00,92.83,70.99,0.0,163.81,41.95,121.86
2025-12-12 12:00:00,114.54,33.11,0.0,147.66,11.66,136.0
2025-12-12 13:00:00,66.94,114.29,0.0,181.23,9.16,172.07
2025-12-12 14:00:00,37.61,88.45,0.0,126.06,6.22,119.84
2025-12-12 15:00:00,14.22,87.43,0.0,101.66,0.0,101.66
2025-12-12 16:00:00,2.48,87.65,0.0,90.13,0.0,90.13
2025-12-12 17:00:00,0.0,80.0,0.0,80.0,0.31,79.69
2025-12-12 18:00:00,0.0,71.25,0.0,71.25,0.0,71.25
2025-12-12 19:00:00,0.0,60.62,0.0,60.62,0.0,60.62
2025-12-12 20:00:00,0.0,60.0,0.0,60.0,0.0,60.0
2025-12-12 21:00:00,0.0,59.38,0.0,59.38,0.0,59.38
2025-12-12 22:00:00,0.0,59.38,0.0,59.38,0.0,59.38
2025-12-12 23:00:00,0.0,65.0,0.0,65.0,0.0,65.0
2025-12-13 00:00:00,0.0,65.62,0.0,65.62,0.0,65.62
2025-12-13 01:00:00,0.0,61.88,0.0,61.88,0.0,61.88
2025-12-13 02:00:00,0.0,57.5,0.0,57.5,0.0,57.5
2025-12-13 03:00:00,0.0,58.12,0.0,58.12,0.0,58.12
2025-12-13 04:00:00,0.0,59.38,0.0,59.38,0.0,59.38
2025-12-13 05:00:00,0.0,58.12,0.0,58.12,0.0,58.12
2025-12-13 06:00:00,0.0,63.12,0.0,63.12,0.0,63.12
2025-12-13 07:00:00,0.0,66.25,0.0,66.25,0.0,66.25
2025-12-13 08:00:00,0.0,64.79,0.0,64.79,0.0,64.79
2025-12-13 09:00:00,3.92,61.97,0.0,65.89,0.0,65.89
2025-12-13 10:00:00,31.52,34.3,0.0,65.81,0.0,65.81
2025-12-13 11:00:00,21.74,111.8,0.0,133.54,0.0,133.54
2025-12-13 12:00:00,37.99,130.8,0.0,168.79,0.0,168.79
2025-12-13 13:00:00,33.09,234.24,0.0,267.33,0.0,267.33
2025-12-13 14:00:00,19.89,153.31,0.0,173.2,0.0,173.2
2025-12-13 15:00:00,15.68,55.69,0.0,71.37,0.0,71.37
2025-12-13 16:00:00,1.54,56.83,0.0,58.37,0.0,58.37
2025-12-13 17:00:00,0.0,63.12,0.0,63.12,0.0,63.12
2025-12-13 18:00:00,0.0,68.75,0.0,68.75,0.0,68.75
2025-12-13 19:00:00,0.0,64.38,0.0,64.38,0.0,64.38
2025-12-13 20:00:00,0.0,62.5,0.0,62.5,0.0,62.5
2025-12-13 21:00:00,0.0,55.0,0.0,55.0,0.0,55.0
2025-12-13 22:00:00,0.0,60.62,0.0,60.62,0.0,60.62
2025-12-13 23:00:00,0.0,60.0,0.0,60.0,0.0,60.0
2025-12-14 00:00:00,0.0,55.0,0.0,55.0,0.0,55.0
2025-12-14 01:00:00,0.0,55.0,0.0,55.0,0.0,55.0
2025-12-14 02:00:00,0.0,58.75,0.0,58.75,0.0,58.75
2025-12-14 03:00:00,0.0,68.12,0.0,68.12,0.0,68.12
2025-12-14 04:00:00,0.0,72.5,0.0,72.5,0.0,72.5
2025-12-14 05:00:00,0.0,68.12,0.0,68.12,0.0,68.12
2025-12-14 06:00:00,0.0,61.25,0.0,61.25,0.0,61.25
2025-12-14 07:00:00,0.0,55.62,0.0,55.62,0.0,55.62
2025-12-14 08:00:00,0.7,61.8,0.0,62.51,0.0,62.51
2025-12-14 09:00:00,15.87,38.98,0.0,54.85,0.0,54.85
2025-12-14 10:00:00,53.58,18.75,0.0,72.33,0.0,72.33
2025-12-14 11:00:00,88.15,15.43,0.0,103.58,0.0,103.58
2025-12-14 12:00:00,78.42,62.96,0.0,141.38,0.0,141.38
2025-12-14 13:00:00,69.91,10.85,0.0,80.76,0.0,80.76
2025-12-14 14:00:00,36.39,17.36,0.0,53.75,0.0,53.75
2025-12-14 15:00:00,29.23,29.36,0.0,58.59,0.0,58.59
2025-12-14 16:00:00,6.36,49.76,0.0,56.12,0.0,56.12
2025-12-14 17:00:00,0.0,56.88,0.0,56.88,0.0,56.88
2025-12-14 18:00:00,0.0,98.75,0.0,98.75,0.0,98.75
2025-12-14 19:00:00,0.0,128.75,0.0,128.75,0.0,128.75
2025-12-14 20:00:00,0.0,108.12,0.0,108.12,0.0,108.12
2025-12-14 21:00:00,0.0,155.62,0.0,155.62,0.0,155.62
2025-12-14 22:00:00,0.0,259.38,0.0,259.38,0.0,259.38
2025-12-14 23:00:00,0.0,230.62,0.0,230.62,0.0,230.62
2025-12-15 00:00:00,0.0,246.25,0.0,246.25,0.0,246.25
2025-12-15 01:00:00,0.0,246.88,0.0,246.88,0.0,246.88
2025-12-15 02:00:00,0.0,271.25,0.0,271.25,0.0,271.25
2025-12-15 03:00:00,0.0,318.12,0.0,318.12,0.0,318.12
2025-12-15 04:00:00,0.0,318.75,0.0,318.75,0.0,318.75
2025-12-15 05:00:00,0.0,382.5,0.0,382.5,0.0,382.5
2025-12-15 06:00:00,0.0,410.62,0.0,410.62,0.36,410.26
2025-12-15 07:00:00,0.0,452.5,0.0,452.5,21.87,430.63
2025-12-15 08:00:00,2.59,526.26,0.0,528.85,93.4,435.45
2025-12-15 09:00:00,51.2,525.38,0.0,576.58,118.18,458.4
2025-12-15 10:00:00,52.9,541.73,0.0,594.63,107.06,487.57
2025-12-15 11:00:00,58.5,503.11,0.0,561.61,67.92,493.69
2025-12-15 12:00:00,112.98,404.15,0.0,517.13,56.28,460.85
2025-12-15 13:00:00,137.28,392.69,0.0,529.97,57.23,472.74
2025-12-15 14:00:00,93.81,422.79,0.0,516.61,53.12,463.49
2025-12-15 15:00:00,58.16,435.71,0.0,493.87,31.72,462.14
2025-12-15 16:00:00,10.3,476.36,0.0,486.67,13.99,472.68
2025-12-15 17:00:00,0.0,444.38,0.0,444.38,0.94,443.44
2025-12-15 18:00:00,0.0,455.0,0.0,455.0,0.0,455.0
2025-12-15 19:00:00,0.0,515.62,0.0,515.62,0.0,515.62
2025-12-15 20:00:00,0.0,496.25,0.0,496.25,0.0,496.25
2025-12-15 21:00:00,0.0,434.38,0.0,434.38,0.0,434.38
2025-12-15 22:00:00,0.0,487.5,0.0,487.5,0.0,487.5
2025-12-15 23:00:00,0.0,490.0,0.0,490.0,0.0,490.0
2025-12-16 00:00:00,0.0,466.88,0.0,466.88,0.0,466.88
2025-12-16 01:00:00,0.0,458.75,0.0,458.75,0.0,458.75
2025-12-16 02:00:00,0.0,483.75,0.0,483.75,0.0,483.75
2025-12-16 03:00:00,0.0,497.5,0.0,497.5,0.0,497.5
2025-12-16 04:00:00,0.0,435.62,0.0,435.62,0.0,435.62
2025-12-16 05:00:00,0.0,468.75,0.0,468.75,0.0,468.75
2025-12-16 06:00:00,0.0,445.0,0.0,445.0,0.0,445.0
2025-12-16 07:00:00,0.0,453.12,0.0,453.12,14.33,438.8
2025-12-16 08:00:00,0.35,546.93,0.0,547.28,67.77,479.51
2025-12-16 09:00:00,19.04,580.62,0.0,599.65,130.45,469.2
2025-12-16 10:00:00,45.59,526.29,0.0,571.88,137.92,433.96
2025-12-16 11:00:00,120.08,502.01,0.0,622.09,124.89,497.2
2025-12-16 12:00:00,132.3,438.06,0.0,570.36,72.57,497.79
2025-12-16 13:00:00,99.17,367.24,0.0,466.41,25.64,440.77
2025-12-16 14:00:00,127.0,306.36,0.0,433.35,18.23,415.12
2025-12-16 15:00:00,29.69,340.4,0.0,370.09,12.43,357.65
2025-12-16 16:00:00,2.46,355.59,0.0,358.05,2.34,355.72
2025-12-16 17:00:00,0.0,308.12,0.0,308.12,0.52,307.6
2025-12-16 18:00:00,0.0,365.62,0.0,365.62,0.0,365.62
2025-12-16 19:00:00,0.0,371.25,0.0,371.25,0.0,371.25
2025-12-16 20:00:00,0.0,333.12,0.0,333.12,0.0,333.12
2025-12-16 21:00:00,0.0,305.0,0.0,305.0,0.0,305.0
2025-12-16 22:00:00,0.0,293.12,0.0,293.12,0.0,293.12
2025-12-16 23:00:00,0.0,307.5,0.0,307.5,0.0,307.5
2025-12-17 00:00:00,0.0,305.62,0.0,305.62,0.0,305.62
2025-12-17 01:00:00,0.0,269.38,0.0,269.38,0.0,269.38
2025-12-17 02:00:00,0.0,317.5,0.0,317.5,0.0,317.5
2025-12-17 03:00:00,0.0,323.75,0.0,323.75,0.0,323.75
2025-12-17 04:00:00,0.0,312.5,0.0,312.5,0.0,312.5
2025-12-17 05:00:00,0.0,331.25,0.0,331.25,0.0,331.25
2025-12-17 06:00:00,0.0,336.88,0.0,336.88,0.0,336.88
2025-12-17 07:00:00,0.0,350.62,0.0,350.62,8.05,342.57
2025-12-17 08:00:00,0.45,392.56,0.0,393.01,29.57,363.43
2025-12-17 09:00:00,18.69,415.06,0.0,433.76,64.04,369.72
2025-12-17 10:00:00,52.55,420.74,0.0,473.29,57.0,416.29
2025-12-17 11:00:00,64.4,412.09,0.0,476.48,43.85,432.63
2025-12-17 12:00:00,203.35,164.39,0.0,367.74,19.05,348.69
2025-12-17 13:00:00,264.11,141.34,0.0,405.45,6.92,398.53
2025-12-17 14:00:00,47.85,373.61,0.0,421.46,0.0,421.46
2025-12-17 15:00:00,13.99,360.86,0.0,374.85,0.4,374.44
2025-12-17 16:00:00,0.33,337.12,0.0,337.45,0.0,337.45
2025-12-17 17:00:00,0.0,308.75,0.0,308.75,0.75,308.0
2025-12-17 18:00:00,0.0,372.5,0.0,372.5,3.66,368.84
2025-12-17 19:00:00,0.0,386.25,0.0,386.25,3.65,382.6
2025-12-17 20:00:00,0.0,390.62,0.0,390.62,3.36,387.26
2025-12-17 21:00:00,0.0,311.25,0.0,311.25,0.0,311.25
2025-12-17 22:00:00,0.0,321.88,0.0,321.88,0.0,321.88
